"","ID","fishing.effort.df","Solution","Category","geometry"
"8906",2434,842.99557274722,"Outside","Escenario III: Comunidades",c(-96.2291038780017, 19.6769461599895)
"8907",2435,1344.93705298784,"Outside","Escenario III: Comunidades",c(-96.2291038780021, 19.5769461591137)
"8908",2436,2307.99242463562,"Outside","Escenario III: Comunidades",c(-96.2291038780026, 19.4769461581267)
"8909",2437,856.097779058868,"Outside","Escenario III: Comunidades",c(-96.2291038780038, 19.376946157018)
"8910",2438,1.09416335239734,"Outside","Escenario III: Comunidades",c(-96.229103878005, 19.2769461557848)
"8911",2439,4.0038780011522,"Outside","Escenario III: Comunidades",c(-96.2291038780012, 15.6769460378948)
"8912",2440,1.00018121546236,"Outside","Escenario III: Comunidades",c(-96.2291038780005, 15.5769460327171)
"8913",2441,1.9999009479247,"Outside","Escenario III: Comunidades",c(-96.2291038780013, 15.47694602744)
"8914",2442,10.0336573886713,"Outside","Escenario III: Comunidades",c(-96.129103877997, 19.6769461599886)
"8915",2443,59.0468519929122,"Outside","Escenario III: Comunidades",c(-96.129103877997, 19.576946159115)
"8916",2444,1767.91570058825,"Outside","Escenario III: Comunidades",c(-96.1291038779976, 19.4769461581264)
"8917",2445,923.049430007706,"Outside","Escenario III: Comunidades",c(-96.129103877998, 19.3769461570198)
"8918",2446,922.964246895469,"Outside","Escenario III: Comunidades",c(-96.1291038779984, 19.2769461557845)
"8919",2447,NA,"Outside","Escenario III: Comunidades",c(-96.1291038779983, 19.1769461544397)
"8920",2448,NA,"Outside","Escenario III: Comunidades",c(-96.1291038779983, 19.0769461529786)
"8921",2449,NA,"Outside","Escenario III: Comunidades",c(-96.129103877998, 15.7769460429785)
"8922",2450,NA,"Outside","Escenario III: Comunidades",c(-96.1291038779984, 15.6769460378942)
"8923",2451,2.49994183704594,"Outside","Escenario III: Comunidades",c(-96.1291038779982, 15.5769460327169)
"8924",2452,1.50001938765475,"Outside","Escenario III: Comunidades",c(-96.1291038779984, 15.4769460274412)
"8925",2453,72.0293713127595,"Outside","Escenario III: Comunidades",c(-96.0291038780019, 19.3769461570204)
"8926",2454,2.04002527011786,"Outside","Escenario III: Comunidades",c(-96.029103878001, 19.2769461557833)
"8927",2455,NA,"Outside","Escenario III: Comunidades",c(-96.0291038780006, 19.1769461544404)
"8928",2456,NA,"Outside","Escenario III: Comunidades",c(-96.0291038780024, 19.0769461529795)
"8929",2457,NA,"Outside","Escenario III: Comunidades",c(-96.0291038780017, 15.7769460429789)
"8930",2458,3,"Outside","Escenario III: Comunidades",c(-96.0291038780026, 15.676946037895)
"8931",2459,NA,"Outside","Escenario III: Comunidades",c(-96.0291038780021, 15.5769460327154)
"8932",2460,3,"Outside","Escenario III: Comunidades",c(-96.029103878001, 15.4769460274419)
"8933",2461,7.00227428616111,"Outside","Escenario III: Comunidades",c(-95.9291038779973, 19.3769461570188)
"8934",2462,6.99980626718937,"Outside","Escenario III: Comunidades",c(-95.9291038779983, 19.276946155785)
"8935",2463,43.9960941846168,"Outside","Escenario III: Comunidades",c(-95.9291038780012, 19.176946154441)
"8936",2464,NA,"Outside","Escenario III: Comunidades",c(-95.9291038779988, 19.0769461529783)
"8937",2465,NA,"Outside","Escenario III: Comunidades",c(-95.9291038779983, 18.9769461513986)
"8938",2466,7,"Outside","Escenario III: Comunidades",c(-95.9291038780003, 18.876946149704)
"8939",2467,NA,"Outside","Escenario III: Comunidades",c(-95.9291038780005, 18.7769461478925)
"8940",2468,4,"Outside","Escenario III: Comunidades",c(-95.9291038779973, 15.876946047969)
"8941",2469,153.988027383165,"Outside","Escenario III: Comunidades",c(-95.9291038779985, 15.7769460429797)
"8942",2470,39.0055472301762,"Outside","Escenario III: Comunidades",c(-95.9291038779979, 15.6769460378945)
"8943",2471,6.00187437896101,"Outside","Escenario III: Comunidades",c(-95.9291038779979, 15.5769460327155)
"8944",2472,25.002318177825,"Outside","Escenario III: Comunidades",c(-95.8291038779995, 19.2769461557851)
"8945",2473,74.9957206317011,"Outside","Escenario III: Comunidades",c(-95.8291038779965, 19.1769461544408)
"8946",2474,548.951252118149,"Outside","Escenario III: Comunidades",c(-95.829103877999, 19.0769461529785)
"8947",2475,619.994255985562,"Outside","Escenario III: Comunidades",c(-95.8291038780006, 18.9769461513994)
"8948",2476,58.0325822137799,"Outside","Escenario III: Comunidades",c(-95.8291038779989, 18.8769461497035)
"8949",2477,57.9980222205792,"Outside","Escenario III: Comunidades",c(-95.8291038779989, 18.7769461478933)
"8950",2478,78.997091498507,"Outside","Escenario III: Comunidades",c(-95.829103878002, 15.8769460479693)
"8951",2479,22.0085629744525,"Outside","Escenario III: Comunidades",c(-95.829103878001, 15.7769460429795)
"8952",2480,1.0027418184397,"Outside","Escenario III: Comunidades",c(-95.8291038780013, 15.6769460378945)
"8953",2481,1.00019397732541,"Inside","Escenario III: Comunidades",c(-95.8291038780025, 15.5769460327166)
"8954",2482,56.9998978746136,"Outside","Escenario III: Comunidades",c(-95.7291038780011, 19.1769461544405)
"8955",2483,2056.81846379161,"Outside","Escenario III: Comunidades",c(-95.7291038780002, 19.0769461529803)
"8956",2484,1843.96563508592,"Outside","Escenario III: Comunidades",c(-95.7291038779996, 18.9769461513985)
"8957",2485,963.019082222342,"Outside","Escenario III: Comunidades",c(-95.7291038780012, 18.8769461497042)
"8958",2486,962.964904080827,"Outside","Escenario III: Comunidades",c(-95.7291038780021, 18.7769461478934)
"8959",2487,199.995307619534,"Outside","Escenario III: Comunidades",c(-95.7291038780004, 15.8769460479695)
"8960",2488,3.01264116082488,"Outside","Escenario III: Comunidades",c(-95.7291038780011, 15.776946042979)
"8961",2489,11.9990300797834,"Inside","Escenario III: Comunidades",c(-95.7291038779999, 15.6769460378942)
"8962",2490,1527.04969282934,"Outside","Escenario III: Comunidades",c(-95.6291038780027, 18.9769461513985)
"8963",2491,1611.96960682955,"Outside","Escenario III: Comunidades",c(-95.6291038780009, 18.876946149704)
"8964",2492,540.082306814838,"Outside","Escenario III: Comunidades",c(-95.6291038780008, 18.7769461478943)
"8965",2493,NA,"Outside","Escenario III: Comunidades",c(-95.6291038780029, 18.6769461459666)
"8966",2494,NA,"Outside","Escenario III: Comunidades",c(-95.6291038780025, 15.9769460528575)
"8967",2495,37.0063211408357,"Outside","Escenario III: Comunidades",c(-95.6291038780005, 15.8769460479689)
"8968",2496,4.00195578742715,"Inside","Escenario III: Comunidades",c(-95.6291038779993, 15.7769460429791)
"8969",2497,21.9985254001496,"Inside","Escenario III: Comunidades",c(-95.6291038780002, 15.6769460378939)
"8970",2498,13.0593909565947,"Outside","Escenario III: Comunidades",c(-95.5291038779973, 18.9769461513996)
"8971",2499,438.019392277675,"Outside","Escenario III: Comunidades",c(-95.5291038779985, 18.8769461497025)
"8972",2500,2692.77787960223,"Outside","Escenario III: Comunidades",c(-95.5291038779979, 18.7769461478952)
"8973",2501,2692.91650669608,"Outside","Escenario III: Comunidades",c(-95.5291038779983, 18.676946145968)
"8974",2502,6,"Outside","Escenario III: Comunidades",c(-95.529103877996, 15.9769460528562)
"8975",2503,29.998820003329,"Outside","Escenario III: Comunidades",c(-95.5291038779976, 15.87694604797)
"8976",2504,7.00127356855702,"Inside","Escenario III: Comunidades",c(-95.5291038779997, 15.7769460429787)
"8977",2505,3.00097828418393,"Inside","Escenario III: Comunidades",c(-95.5291038779995, 15.6769460378949)
"8978",2506,25.0160151103611,"Outside","Escenario III: Comunidades",c(-95.4291038779961, 18.8769461497028)
"8979",2507,2470.85823211482,"Outside","Escenario III: Comunidades",c(-95.429103877996, 18.7769461478942)
"8980",2508,2471.00860914846,"Outside","Escenario III: Comunidades",c(-95.4291038779948, 18.6769461459683)
"8981",2509,37.9987590406135,"Outside","Escenario III: Comunidades",c(-95.4291038779981, 15.9769460528561)
"8982",2510,8.00266742387973,"Outside","Escenario III: Comunidades",c(-95.429103877997, 15.8769460479706)
"8983",2511,1.0006557257834,"Inside","Escenario III: Comunidades",c(-95.429103877996, 15.776946042979)
"8984",2512,1.00093072058007,"Inside","Escenario III: Comunidades",c(-95.3291038780024, 18.8769461497049)
"8985",2513,2944.80062550605,"Outside","Escenario III: Comunidades",c(-95.3291038780026, 18.7769461478923)
"8986",2514,1.2767169958275,"Outside","Escenario III: Comunidades",c(-95.329103878003, 18.6769461459694)
"8987",2515,551,"Outside","Escenario III: Comunidades",c(-95.3291038780021, 16.0769460576515)
"8988",2516,67.0281700660931,"Outside","Escenario III: Comunidades",c(-95.329103878002, 15.9769460528559)
"8989",2517,11.0032704620587,"Outside","Escenario III: Comunidades",c(-95.329103878002, 15.8769460479698)
"8990",2518,2.00050508342269,"Inside","Escenario III: Comunidades",c(-95.3291038780025, 15.7769460429793)
"8991",2519,2.99998393468379,"Inside","Escenario III: Comunidades",c(-95.2291038779991, 18.876946149705)
"8992",2520,2928.82073308932,"Outside","Escenario III: Comunidades",c(-95.2291038779998, 18.7769461478929)
"8993",2521,747.105176993433,"Outside","Escenario III: Comunidades",c(-95.2291038780006, 18.6769461459698)
"8994",2522,NA,"Outside","Escenario III: Comunidades",c(-95.2291038780005, 16.1769460623419)
"8995",2523,42.0197390135681,"Outside","Escenario III: Comunidades",c(-95.2291038779987, 16.0769460576511)
"8996",2524,227.982499682854,"Outside","Escenario III: Comunidades",c(-95.2291038779985, 15.9769460528561)
"8997",2525,1.01411629317837,"Outside","Escenario III: Comunidades",c(-95.229103878, 15.876946047971)
"8998",2526,18.9998099848815,"Inside","Escenario III: Comunidades",c(-95.1291038780009, 18.8769461497049)
"8999",2527,549.059706872838,"Outside","Escenario III: Comunidades",c(-95.1291038780009, 18.7769461478937)
"9000",2528,6.06211248414651,"Outside","Escenario III: Comunidades",c(-95.1291038779989, 18.676946145968)
"9001",2529,NA,"Outside","Escenario III: Comunidades",c(-95.1291038779998, 16.1769460623426)
"9002",2530,56.9994182995991,"Outside","Escenario III: Comunidades",c(-95.1291038780027, 16.0769460576513)
"9003",2531,226.989748888374,"Outside","Escenario III: Comunidades",c(-95.1291038780024, 15.9769460528553)
"9004",2532,6.00265647056078,"Inside","Escenario III: Comunidades",c(-95.0291038780016, 18.8769461497061)
"9005",2533,1.02155756986831,"Outside","Escenario III: Comunidades",c(-95.029103878002, 18.7769461478928)
"9006",2534,1.00019519431552,"Outside","Escenario III: Comunidades",c(-95.0291038780025, 18.6769461459676)
"9007",2535,NA,"Outside","Escenario III: Comunidades",c(-95.0291038780025, 18.5769461439311)
"9008",2536,NA,"Outside","Escenario III: Comunidades",c(-95.0291038780008, 16.376946071435)
"9009",2537,NA,"Outside","Escenario III: Comunidades",c(-95.0291038780015, 16.276946066943)
"9010",2538,7,"Outside","Escenario III: Comunidades",c(-95.0291038780018, 16.1769460623446)
"9011",2539,111.991506811543,"Outside","Escenario III: Comunidades",c(-95.0291038780016, 16.0769460576517)
"9012",2540,115.004161383598,"Outside","Escenario III: Comunidades",c(-95.0291038780011, 15.9769460528543)
"9013",2541,1.00178283169783,"Inside","Escenario III: Comunidades",c(-94.9291038779974, 18.7769461478928)
"9014",2542,121.987871289052,"Outside","Escenario III: Comunidades",c(-94.9291038779979, 18.6769461459685)
"9015",2543,424.97550944181,"Outside","Escenario III: Comunidades",c(-94.929103877999, 18.5769461439312)
"9016",2544,NA,"Outside","Escenario III: Comunidades",c(-94.9291038779964, 16.3769460714355)
"9017",2545,NA,"Outside","Escenario III: Comunidades",c(-94.9291038779991, 16.2769460669455)
"9018",2546,7,"Outside","Escenario III: Comunidades",c(-94.9291038779993, 16.1769460623427)
"9019",2547,89.9958252574788,"Outside","Escenario III: Comunidades",c(-94.9291038779964, 16.0769460576507)
"9020",2548,4.00950982334629,"Outside","Escenario III: Comunidades",c(-94.929103877997, 15.9769460528554)
"9021",2549,1.0008607406326,"Inside","Escenario III: Comunidades",c(-94.8291038780025, 18.7769461478919)
"9022",2550,29.0018854485394,"Outside","Escenario III: Comunidades",c(-94.8291038780017, 18.6769461459691)
"9023",2551,1458.87204593664,"Outside","Escenario III: Comunidades",c(-94.8291038780011, 18.5769461439312)
"9024",2552,62.0998744309009,"Outside","Escenario III: Comunidades",c(-94.8291038780004, 18.4769461417764)
"9025",2553,NA,"Outside","Escenario III: Comunidades",c(-94.8291038780037, 16.3769460714361)
"9026",2554,NA,"Outside","Escenario III: Comunidades",c(-94.829103878002, 16.2769460669457)
"9027",2555,136.994958598262,"Outside","Escenario III: Comunidades",c(-94.8291038780013, 16.1769460623422)
"9028",2556,204.991421057015,"Outside","Escenario III: Comunidades",c(-94.8291038780043, 16.0769460576512)
"9029",2557,1.0124638887275,"Outside","Escenario III: Comunidades",c(-94.8291038780047, 15.9769460528557)
"9030",2558,4.00103089056072,"Inside","Escenario III: Comunidades",c(-94.729103878, 18.676946145969)
"9031",2559,801.976448386236,"Outside","Escenario III: Comunidades",c(-94.7291038779992, 18.5769461439301)
"9032",2560,6025.44788542867,"Outside","Escenario III: Comunidades",c(-94.7291038779996, 18.4769461417773)
"9033",2561,50.3673483330652,"Outside","Escenario III: Comunidades",c(-94.7291038779994, 18.3769461395114)
"9034",2562,NA,"Outside","Escenario III: Comunidades",c(-94.7291038779989, 16.3769460714364)
"9035",2563,NA,"Outside","Escenario III: Comunidades",c(-94.7291038780002, 16.2769460669451)
"9036",2564,21.004498481386,"Outside","Escenario III: Comunidades",c(-94.7291038780012, 16.1769460623431)
"9037",2565,246.984681322309,"Outside","Escenario III: Comunidades",c(-94.7291038779982, 16.0769460576503)
"9038",2566,7.01429408969834,"Inside","Escenario III: Comunidades",c(-94.7291038779969, 15.9769460528558)
"9039",2567,1.00054654357148,"Inside","Escenario III: Comunidades",c(-94.6291038779999, 18.6769461459696)
"9040",2568,118.019335502621,"Outside","Escenario III: Comunidades",c(-94.6291038780004, 18.5769461439292)
"9041",2569,926.148141916522,"Outside","Escenario III: Comunidades",c(-94.6291038780001, 18.4769461417784)
"9042",2570,344.024343471845,"Outside","Escenario III: Comunidades",c(-94.6291038780003, 18.3769461395103)
"9043",2571,97.0133354698938,"Outside","Escenario III: Comunidades",c(-94.6291038780015, 18.276946137133)
"9044",2572,NA,"Outside","Escenario III: Comunidades",c(-94.6291038779998, 18.1769461346468)
"9045",2573,NA,"Outside","Escenario III: Comunidades",c(-94.629103878001, 16.3769460714357)
"9046",2574,NA,"Outside","Escenario III: Comunidades",c(-94.6291038780001, 16.276946066946)
"9047",2575,110.996509800907,"Outside","Escenario III: Comunidades",c(-94.629103877999, 16.176946062342)
"9048",2576,368.979640181341,"Outside","Escenario III: Comunidades",c(-94.6291038779995, 16.076946057649)
"9049",2577,110.0116825135,"Inside","Escenario III: Comunidades",c(-94.629103878, 15.9769460528564)
"9050",2578,31.0028820865734,"Outside","Escenario III: Comunidades",c(-94.5291038780008, 18.5769461439303)
"9051",2579,1092.92829866952,"Outside","Escenario III: Comunidades",c(-94.529103878001, 18.4769461417772)
"9052",2580,177.062713404306,"Outside","Escenario III: Comunidades",c(-94.5291038780021, 18.3769461395127)
"9053",2581,107.003908613676,"Outside","Escenario III: Comunidades",c(-94.5291038780029, 18.2769461371324)
"9054",2582,1.01022535450012,"Outside","Escenario III: Comunidades",c(-94.5291038780025, 18.1769461346455)
"9055",2583,69.0016287609017,"Outside","Escenario III: Comunidades",c(-94.5291038780021, 16.1769460623426)
"9056",2584,694.949437689581,"Outside","Escenario III: Comunidades",c(-94.5291038780028, 16.0769460576495)
"9057",2585,668.979896255316,"Inside","Escenario III: Comunidades",c(-94.5291038780025, 15.9769460528562)
"9058",2586,87.1253569682785,"Outside","Escenario III: Comunidades",c(-94.4291038779993, 18.376946139512)
"9059",2587,237.985653281381,"Outside","Escenario III: Comunidades",c(-94.4291038779969, 18.2769461371316)
"9060",2588,237.990809399279,"Outside","Escenario III: Comunidades",c(-94.429103877997, 18.1769461346461)
"9061",2589,NA,"Outside","Escenario III: Comunidades",c(-94.429103877998, 16.2769460669442)
"9062",2590,180.995656643023,"Outside","Escenario III: Comunidades",c(-94.4291038779973, 16.176946062343)
"9063",2591,619.976314971356,"Outside","Escenario III: Comunidades",c(-94.4291038779989, 16.0769460576511)
"9064",2592,837.980251526533,"Inside","Escenario III: Comunidades",c(-94.4291038780004, 15.9769460528557)
"9065",2593,72.0794146937072,"Outside","Escenario III: Comunidades",c(-94.329103878002, 18.3769461395112)
"9066",2594,331.980398392054,"Outside","Escenario III: Comunidades",c(-94.3291038780041, 18.2769461371321)
"9067",2595,331.996354676098,"Outside","Escenario III: Comunidades",c(-94.3291038780042, 18.1769461346458)
"9068",2596,NA,"Outside","Escenario III: Comunidades",c(-94.329103878003, 16.2769460669436)
"9069",2597,92.0034514231503,"Outside","Escenario III: Comunidades",c(-94.3291038780036, 16.1769460623434)
"9070",2598,370.992755003242,"Outside","Escenario III: Comunidades",c(-94.3291038780018, 16.0769460576506)
"9071",2599,471.008179130251,"Inside","Escenario III: Comunidades",c(-94.3291038780012, 15.9769460528571)
"9072",2600,336.997014727105,"Inside","Escenario III: Comunidades",c(-94.3291038780012, 15.8769460479695)
"9073",2601,5.00665323819202,"Outside","Escenario III: Comunidades",c(-94.229103877999, 18.3769461395135)
"9074",2602,228.990247078046,"Outside","Escenario III: Comunidades",c(-94.2291038779991, 18.2769461371318)
"9075",2603,18.0251205153054,"Outside","Escenario III: Comunidades",c(-94.2291038779985, 18.1769461346455)
"9076",2604,NA,"Outside","Escenario III: Comunidades",c(-94.2291038779974, 16.1769460623436)
"9077",2605,686.987744866109,"Outside","Escenario III: Comunidades",c(-94.2291038779995, 16.0769460576507)
"9078",2606,403.019826252701,"Inside","Escenario III: Comunidades",c(-94.2291038780001, 15.976946052857)
"9079",2607,919.946124785909,"Inside","Escenario III: Comunidades",c(-94.2291038779999, 15.8769460479694)
"9080",2608,20.0025304442268,"Outside","Escenario III: Comunidades",c(-94.1291038779991, 18.4769461417776)
"9081",2609,66.9947103389667,"Outside","Escenario III: Comunidades",c(-94.1291038779989, 18.3769461395123)
"9082",2610,51.0078842048902,"Outside","Escenario III: Comunidades",c(-94.1291038779972, 18.2769461371317)
"9083",2611,50.998720762272,"Outside","Escenario III: Comunidades",c(-94.1291038779991, 18.1769461346469)
"9084",2612,NA,"Outside","Escenario III: Comunidades",c(-94.1291038779992, 16.1769460623435)
"9085",2613,1313.97568495452,"Outside","Escenario III: Comunidades",c(-94.1291038779977, 16.0769460576513)
"9086",2614,1241.97182214975,"Outside","Escenario III: Comunidades",c(-94.1291038779982, 15.9769460528574)
"9087",2615,1027.00885195868,"Outside","Escenario III: Comunidades",c(-94.129103877999, 15.8769460479695)
"9088",2616,715.994906387786,"Inside","Escenario III: Comunidades",c(-94.1291038779979, 15.7769460429781)
"9089",2617,26.0003200798862,"Outside","Escenario III: Comunidades",c(-94.0291038780015, 18.4769461417775)
"9090",2618,10.0031926325419,"Outside","Escenario III: Comunidades",c(-94.0291038780011, 18.3769461395119)
"9091",2619,106.991875569296,"Outside","Escenario III: Comunidades",c(-94.0291038780027, 18.2769461371321)
"9092",2620,NA,"Outside","Escenario III: Comunidades",c(-94.0291038780026, 16.1769460623428)
"9093",2621,6.05072426213416,"Outside","Escenario III: Comunidades",c(-94.0291038780017, 16.0769460576498)
"9094",2622,938.955279532591,"Outside","Escenario III: Comunidades",c(-94.0291038780004, 15.9769460528583)
"9095",2623,321.064754184106,"Outside","Escenario III: Comunidades",c(-94.0291038780001, 15.8769460479691)
"9096",2624,937.95410783896,"Inside","Escenario III: Comunidades",c(-94.0291038780006, 15.776946042978)
"9097",2625,26.0128358356652,"Outside","Escenario III: Comunidades",c(-93.929103878001, 18.4769461417761)
"9098",2626,194.982450359966,"Outside","Escenario III: Comunidades",c(-93.9291038780015, 18.3769461395134)
"9099",2627,7.01541512944941,"Outside","Escenario III: Comunidades",c(-93.9291038780008, 18.2769461371313)
"9100",2628,NA,"Outside","Escenario III: Comunidades",c(-93.9291038780015, 16.0769460576493)
"9101",2629,391.021249258776,"Outside","Escenario III: Comunidades",c(-93.9291038780016, 15.9769460528576)
"9102",2630,939.94279455155,"Outside","Escenario III: Comunidades",c(-93.9291038780019, 15.8769460479697)
"9103",2631,1342.95994038306,"Outside","Escenario III: Comunidades",c(-93.9291038780028, 15.7769460429787)
"9104",2632,4194.63840518741,"Inside","Escenario III: Comunidades",c(-93.8291038780019, 18.5769461439313)
"9105",2633,315.227084779119,"Outside","Escenario III: Comunidades",c(-93.8291038780021, 18.476946141777)
"9106",2634,257.001156015895,"Outside","Escenario III: Comunidades",c(-93.8291038780007, 18.3769461395117)
"9107",2635,218.994111109018,"Outside","Escenario III: Comunidades",c(-93.8291038779989, 18.2769461371308)
"9108",2636,2898.90273973075,"Outside","Escenario III: Comunidades",c(-93.8291038780012, 15.9769460528569)
"9109",2637,9731.24580312642,"Outside","Escenario III: Comunidades",c(-93.8291038780006, 15.8769460479702)
"9110",2638,1451.49621042782,"Outside","Escenario III: Comunidades",c(-93.8291038779996, 15.7769460429781)
"9111",2639,510.053559012873,"Inside","Escenario III: Comunidades",c(-93.8291038779993, 15.6769460378946)
"9112",2640,4518.75943477147,"Inside","Escenario III: Comunidades",c(-93.7291038779962, 18.5769461439314)
"9113",2641,266.263109095389,"Outside","Escenario III: Comunidades",c(-93.7291038779958, 18.4769461417768)
"9114",2642,128.013474948532,"Outside","Escenario III: Comunidades",c(-93.7291038779957, 18.3769461395106)
"9115",2643,128.003529067427,"Outside","Escenario III: Comunidades",c(-93.7291038779967, 18.2769461371313)
"9116",2644,5087.18011693267,"Outside","Escenario III: Comunidades",c(-93.729103877997, 15.87694604797)
"9117",2645,3625.00405665462,"Outside","Escenario III: Comunidades",c(-93.7291038779971, 15.7769460429775)
"9118",2646,1071.13244852376,"Outside","Escenario III: Comunidades",c(-93.7291038779986, 15.6769460378964)
"9119",2647,254.044012204918,"Inside","Escenario III: Comunidades",c(-93.7291038779975, 15.5769460327143)
"9120",2648,188.214639460656,"Inside","Escenario III: Comunidades",c(-93.6291038780013, 18.5769461439314)
"9121",2649,64.0154591998522,"Outside","Escenario III: Comunidades",c(-93.6291038780013, 18.4769461417765)
"9122",2650,57.0031834601041,"Outside","Escenario III: Comunidades",c(-93.6291038780033, 18.3769461395125)
"9123",2651,292.185950200221,"Outside","Escenario III: Comunidades",c(-93.6291038780021, 15.8769460479693)
"9124",2652,3127.84790484686,"Outside","Escenario III: Comunidades",c(-93.6291038780035, 15.7769460429796)
"9125",2653,2880.9447271511,"Outside","Escenario III: Comunidades",c(-93.6291038780029, 15.676946037895)
"9126",2654,829.101489884895,"Inside","Escenario III: Comunidades",c(-93.6291038780019, 15.5769460327137)
"9127",2655,1293.91713320016,"Inside","Escenario III: Comunidades",c(-93.5291038779979, 18.6769461459677)
"9128",2656,169.069855179781,"Outside","Escenario III: Comunidades",c(-93.5291038779986, 18.5769461439315)
"9129",2657,99.0029420727171,"Outside","Escenario III: Comunidades",c(-93.5291038779991, 18.4769461417769)
"9130",2658,98.9983712572627,"Outside","Escenario III: Comunidades",c(-93.5291038779986, 18.3769461395134)
"9131",2659,343.107995557393,"Outside","Escenario III: Comunidades",c(-93.5291038779965, 15.7769460429817)
"9132",2660,3147.8202899918,"Outside","Escenario III: Comunidades",c(-93.5291038779973, 15.6769460378931)
"9133",2661,2063.01760272688,"Inside","Escenario III: Comunidades",c(-93.5291038779987, 15.576946032716)
"9134",2662,667.065371794338,"Inside","Escenario III: Comunidades",c(-93.5291038779983, 15.4769460274398)
"9135",2663,712.034981657255,"Outside","Escenario III: Comunidades",c(-93.4291038780029, 18.6769461459678)
"9136",2664,103.039977260879,"Outside","Escenario III: Comunidades",c(-93.4291038780034, 18.5769461439325)
"9137",2665,98.0003460236738,"Outside","Escenario III: Comunidades",c(-93.4291038780035, 18.4769461417764)
"9138",2666,550.100743969966,"Outside","Escenario III: Comunidades",c(-93.4291038780038, 15.6769460378936)
"9139",2667,3349.78118313044,"Inside","Escenario III: Comunidades",c(-93.4291038780032, 15.5769460327163)
"9140",2668,1707.05869901764,"Inside","Escenario III: Comunidades",c(-93.4291038780041, 15.4769460274399)
"9141",2669,519.054865334075,"Inside","Escenario III: Comunidades",c(-93.4291038780035, 15.3769460220685)
"9142",2670,325.165824538196,"Outside","Escenario III: Comunidades",c(-93.329103877997, 18.6769461459681)
"9143",2671,158.0081285217,"Outside","Escenario III: Comunidades",c(-93.3291038779963, 18.5769461439321)
"9144",2672,70.0064904046509,"Outside","Escenario III: Comunidades",c(-93.329103877996, 18.4769461417767)
"9145",2673,1609.06750939012,"Outside","Escenario III: Comunidades",c(-93.3291038779978, 15.5769460327163)
"9146",2674,3865.78024383822,"Outside","Escenario III: Comunidades",c(-93.3291038779971, 15.47694602744)
"9147",2675,1213.13284873129,"Inside","Escenario III: Comunidades",c(-93.3291038779967, 15.3769460220675)
"9148",2676,218.054163301893,"Inside","Escenario III: Comunidades",c(-93.329103877997, 15.2769460166064)
"9149",2677,815.149150780129,"Outside","Escenario III: Comunidades",c(-93.229103878002, 18.6769461459672)
"9150",2678,203.035854700684,"Outside","Escenario III: Comunidades",c(-93.2291038780011, 18.5769461439316)
"9151",2679,202.994842468197,"Outside","Escenario III: Comunidades",c(-93.2291038780011, 18.4769461417768)
"9152",2680,NA,"Outside","Escenario III: Comunidades",c(-93.2291038779993, 15.5769460327156)
"9153",2681,96.1461953185439,"Outside","Escenario III: Comunidades",c(-93.2291038779998, 15.4769460274406)
"9154",2682,1983.85641455665,"Outside","Escenario III: Comunidades",c(-93.229103878002, 15.3769460220685)
"9155",2683,689.059648949697,"Inside","Escenario III: Comunidades",c(-93.2291038780012, 15.2769460166051)
"9156",2684,181.024640798049,"Inside","Escenario III: Comunidades",c(-93.2291038779994, 15.1769460110434)
"9157",2685,3240.0349024186,"Outside","Escenario III: Comunidades",c(-93.1291038779992, 18.6769461459665)
"9158",2686,1510.05560190044,"Outside","Escenario III: Comunidades",c(-93.129103877999, 18.5769461439312)
"9159",2687,1509.94931455224,"Outside","Escenario III: Comunidades",c(-93.1291038779991, 18.4769461417772)
"9160",2688,NA,"Outside","Escenario III: Comunidades",c(-93.1291038780001, 18.3769461395118)
"9161",2689,NA,"Outside","Escenario III: Comunidades",c(-93.1291038780004, 15.4769460274425)
"9162",2690,772.046996935014,"Outside","Escenario III: Comunidades",c(-93.1291038779987, 15.376946022067)
"9163",2691,3459.73082358963,"Inside","Escenario III: Comunidades",c(-93.1291038779986, 15.2769460166058)
"9164",2692,620.15368373992,"Inside","Escenario III: Comunidades",c(-93.1291038779997, 15.1769460110421)
"9165",2693,61.0321343984741,"Inside","Escenario III: Comunidades",c(-93.1291038779993, 15.0769460054015)
"9166",2694,1316.22002573922,"Outside","Escenario III: Comunidades",c(-93.0291038780017, 18.676946145969)
"9167",2695,796.059640258747,"Outside","Escenario III: Comunidades",c(-93.0291038780029, 18.5769461439298)
"9168",2696,796.0276889333,"Outside","Escenario III: Comunidades",c(-93.0291038780019, 18.4769461417778)
"9169",2697,5.02974426611246,"Outside","Escenario III: Comunidades",c(-93.0291038780008, 15.3769460220668)
"9170",2698,2019.93460703277,"Outside","Escenario III: Comunidades",c(-93.029103878001, 15.276946016606)
"9171",2699,3824.76722159883,"Inside","Escenario III: Comunidades",c(-93.0291038780004, 15.1769460110424)
"9172",2700,824.150627259629,"Inside","Escenario III: Comunidades",c(-93.029103878001, 15.0769460054013)
"9173",2701,55.0494703810373,"Inside","Escenario III: Comunidades",c(-93.0291038780011, 14.9769459996457)
"9174",2702,167.099076488364,"Outside","Escenario III: Comunidades",c(-92.9291038779992, 18.6769461459698)
"9175",2703,371.003949603441,"Outside","Escenario III: Comunidades",c(-92.9291038779988, 18.5769461439297)
"9176",2704,351.018485407635,"Outside","Escenario III: Comunidades",c(-92.9291038779999, 18.4769461417779)
